sno,eno,belief_A,belief_B,belief_Q,cg_A,cg_B,order,question,answer,context_type,cid,annotator
84,167.1,NB,NB,PS,NA,NA,2,Does A believe that B believes it is possibly true that A asks Dorota to share the package of henna with Magda?,No,mid,4245,Magda
84,167.1,NB,NB,CT-,NA,NA,2,Does B believe that A believes it is certainly not true that A asks Dorota to share the package of henna with Magda?,No,mid,4245,Magda
84,167.1,NB,NB,CT+,NA,NA,2,Does B believe that A believes it is certainly true that A asks Dorota to share the package of henna with Magda?,No,mid,4245,Magda
84,167.1,NB,NB,PS,NA,NA,2,Does B believe that A believes it is possibly true that A asks Dorota to share the package of henna with Magda?,No,mid,4245,Magda
84,167.1,NB,NB,CT-,NA,NA,3,Does A believe that B believes that A believes it is certainly not true that A asks Dorota to share the package of henna with Magda?,No,mid,4245,Magda
84,167.1,NB,NB,CT+,NA,NA,3,Does A believe that B believes that A believes it is certainly true that A asks Dorota to share the package of henna with Magda?,No,mid,4245,Magda
84,167.1,NB,NB,PS,NA,NA,3,Does A believe that B believes that A believes it is possibly true that A asks Dorota to share the package of henna with Magda?,No,mid,4245,Magda
84,167.1,NB,NB,CT-,NA,NA,3,Does B believe that A believes that B believes it is certainly not true that A asks Dorota to share the package of henna with Magda?,No,mid,4245,Magda
84,167.1,NB,NB,CT+,NA,NA,3,Does B believe that A believes that B believes it is certainly true that A asks Dorota to share the package of henna with Magda?,No,mid,4245,Magda
84,167.1,NB,NB,PS,NA,NA,3,Does B believe that A believes that B believes it is possibly true that A asks Dorota to share the package of henna with Magda?,No,mid,4245,Magda
167,167.1,CT+,CT+,CT-,JA,JA,1,Does A believe it is certainly not true that A asks Dorota to share the package of henna with Magda?,No,end,4245,Magda
167,167.1,CT+,CT+,CT+,JA,JA,1,Does A believe it is certainly true that A asks Dorota to share the package of henna with Magda?,Yes,end,4245,Magda
167,167.1,CT+,CT+,PS,JA,JA,1,Does A believe it is possibly true that A asks Dorota to share the package of henna with Magda?,Yes,end,4245,Magda
167,167.1,CT+,CT+,CT-,JA,JA,1,Does B believe it is certainly not true that A asks Dorota to share the package of henna with Magda?,No,end,4245,Magda
167,167.1,CT+,CT+,CT+,JA,JA,1,Does B believe it is certainly true that A asks Dorota to share the package of henna with Magda?,Yes,end,4245,Magda
167,167.1,CT+,CT+,PS,JA,JA,1,Does B believe it is possibly true that A asks Dorota to share the package of henna with Magda?,Yes,end,4245,Magda
167,167.1,CT+,CT+,CT-,JA,JA,2,Does A believe that B believes it is certainly not true that A asks Dorota to share the package of henna with Magda?,No,end,4245,Magda
167,167.1,CT+,CT+,CT+,JA,JA,2,Does A believe that B believes it is certainly true that A asks Dorota to share the package of henna with Magda?,Yes,end,4245,Magda
167,167.1,CT+,CT+,PS,JA,JA,2,Does A believe that B believes it is possibly true that A asks Dorota to share the package of henna with Magda?,Yes,end,4245,Magda
167,167.1,CT+,CT+,CT-,JA,JA,2,Does B believe that A believes it is certainly not true that A asks Dorota to share the package of henna with Magda?,No,end,4245,Magda
167,167.1,CT+,CT+,CT+,JA,JA,2,Does B believe that A believes it is certainly true that A asks Dorota to share the package of henna with Magda?,Yes,end,4245,Magda
167,167.1,CT+,CT+,PS,JA,JA,2,Does B believe that A believes it is possibly true that A asks Dorota to share the package of henna with Magda?,Yes,end,4245,Magda
167,167.1,CT+,CT+,CT-,JA,JA,3,Does A believe that B believes that A believes it is certainly not true that A asks Dorota to share the package of henna with Magda?,No,end,4245,Magda
167,167.1,CT+,CT+,CT+,JA,JA,3,Does A believe that B believes that A believes it is certainly true that A asks Dorota to share the package of henna with Magda?,Yes,end,4245,Magda
167,167.1,CT+,CT+,PS,JA,JA,3,Does A believe that B believes that A believes it is possibly true that A asks Dorota to share the package of henna with Magda?,Yes,end,4245,Magda
167,167.1,CT+,CT+,CT-,JA,JA,3,Does B believe that A believes that B believes it is certainly not true that A asks Dorota to share the package of henna with Magda?,No,end,4245,Magda
167,167.1,CT+,CT+,CT+,JA,JA,3,Does B believe that A believes that B believes it is certainly true that A asks Dorota to share the package of henna with Magda?,Yes,end,4245,Magda
167,167.1,CT+,CT+,PS,JA,JA,3,Does B believe that A believes that B believes it is possibly true that A asks Dorota to share the package of henna with Magda?,Yes,end,4245,Magda
188,167.1,CT+,CT+,CT-,JA,JA,1,Does A believe it is certainly not true that A asks Dorota to share the package of henna with Magda?,No,mid,4245,Magda
188,167.1,CT+,CT+,CT+,JA,JA,1,Does A believe it is certainly true that A asks Dorota to share the package of henna with Magda?,Yes,mid,4245,Magda
188,167.1,CT+,CT+,PS,JA,JA,1,Does A believe it is possibly true that A asks Dorota to share the package of henna with Magda?,Yes,mid,4245,Magda
188,167.1,CT+,CT+,CT-,JA,JA,1,Does B believe it is certainly not true that A asks Dorota to share the package of henna with Magda?,No,mid,4245,Magda
188,167.1,CT+,CT+,CT+,JA,JA,1,Does B believe it is certainly true that A asks Dorota to share the package of henna with Magda?,Yes,mid,4245,Magda
188,167.1,CT+,CT+,PS,JA,JA,1,Does B believe it is possibly true that A asks Dorota to share the package of henna with Magda?,Yes,mid,4245,Magda
188,167.1,CT+,CT+,CT-,JA,JA,2,Does A believe that B believes it is certainly not true that A asks Dorota to share the package of henna with Magda?,No,mid,4245,Magda
188,167.1,CT+,CT+,CT+,JA,JA,2,Does A believe that B believes it is certainly true that A asks Dorota to share the package of henna with Magda?,Yes,mid,4245,Magda
188,167.1,CT+,CT+,PS,JA,JA,2,Does A believe that B believes it is possibly true that A asks Dorota to share the package of henna with Magda?,Yes,mid,4245,Magda
188,167.1,CT+,CT+,CT-,JA,JA,2,Does B believe that A believes it is certainly not true that A asks Dorota to share the package of henna with Magda?,No,mid,4245,Magda
188,167.1,CT+,CT+,CT+,JA,JA,2,Does B believe that A believes it is certainly true that A asks Dorota to share the package of henna with Magda?,Yes,mid,4245,Magda
188,167.1,CT+,CT+,PS,JA,JA,2,Does B believe that A believes it is possibly true that A asks Dorota to share the package of henna with Magda?,Yes,mid,4245,Magda
188,167.1,CT+,CT+,CT-,JA,JA,3,Does A believe that B believes that A believes it is certainly not true that A asks Dorota to share the package of henna with Magda?,No,mid,4245,Magda
188,167.1,CT+,CT+,CT+,JA,JA,3,Does A believe that B believes that A believes it is certainly true that A asks Dorota to share the package of henna with Magda?,Yes,mid,4245,Magda
188,167.1,CT+,CT+,PS,JA,JA,3,Does A believe that B believes that A believes it is possibly true that A asks Dorota to share the package of henna with Magda?,Yes,mid,4245,Magda
188,167.1,CT+,CT+,CT-,JA,JA,3,Does B believe that A believes that B believes it is certainly not true that A asks Dorota to share the package of henna with Magda?,No,mid,4245,Magda
188,167.1,CT+,CT+,CT+,JA,JA,3,Does B believe that A believes that B believes it is certainly true that A asks Dorota to share the package of henna with Magda?,Yes,mid,4245,Magda
188,167.1,CT+,CT+,PS,JA,JA,3,Does B believe that A believes that B believes it is possibly true that A asks Dorota to share the package of henna with Magda?,Yes,mid,4245,Magda
210,167.1,CT+,CT+,CT-,JA,JA,1,Does A believe it is certainly not true that A asks Dorota to share the package of henna with Magda?,No,end,4245,Magda
210,167.1,CT+,CT+,CT+,JA,JA,1,Does A believe it is certainly true that A asks Dorota to share the package of henna with Magda?,Yes,end,4245,Magda
210,167.1,CT+,CT+,PS,JA,JA,1,Does A believe it is possibly true that A asks Dorota to share the package of henna with Magda?,Yes,end,4245,Magda
210,167.1,CT+,CT+,CT-,JA,JA,1,Does B believe it is certainly not true that A asks Dorota to share the package of henna with Magda?,No,end,4245,Magda
210,167.1,CT+,CT+,CT+,JA,JA,1,Does B believe it is certainly true that A asks Dorota to share the package of henna with Magda?,Yes,end,4245,Magda
210,167.1,CT+,CT+,PS,JA,JA,1,Does B believe it is possibly true that A asks Dorota to share the package of henna with Magda?,Yes,end,4245,Magda
210,167.1,CT+,CT+,CT-,JA,JA,2,Does A believe that B believes it is certainly not true that A asks Dorota to share the package of henna with Magda?,No,end,4245,Magda
210,167.1,CT+,CT+,CT+,JA,JA,2,Does A believe that B believes it is certainly true that A asks Dorota to share the package of henna with Magda?,Yes,end,4245,Magda
210,167.1,CT+,CT+,PS,JA,JA,2,Does A believe that B believes it is possibly true that A asks Dorota to share the package of henna with Magda?,Yes,end,4245,Magda
210,167.1,CT+,CT+,CT-,JA,JA,2,Does B believe that A believes it is certainly not true that A asks Dorota to share the package of henna with Magda?,No,end,4245,Magda
210,167.1,CT+,CT+,CT+,JA,JA,2,Does B believe that A believes it is certainly true that A asks Dorota to share the package of henna with Magda?,Yes,end,4245,Magda
210,167.1,CT+,CT+,PS,JA,JA,2,Does B believe that A believes it is possibly true that A asks Dorota to share the package of henna with Magda?,Yes,end,4245,Magda
210,167.1,CT+,CT+,CT-,JA,JA,3,Does A believe that B believes that A believes it is certainly not true that A asks Dorota to share the package of henna with Magda?,No,end,4245,Magda
210,167.1,CT+,CT+,CT+,JA,JA,3,Does A believe that B believes that A believes it is certainly true that A asks Dorota to share the package of henna with Magda?,Yes,end,4245,Magda
210,167.1,CT+,CT+,PS,JA,JA,3,Does A believe that B believes that A believes it is possibly true that A asks Dorota to share the package of henna with Magda?,Yes,end,4245,Magda
210,167.1,CT+,CT+,CT-,JA,JA,3,Does B believe that A believes that B believes it is certainly not true that A asks Dorota to share the package of henna with Magda?,No,end,4245,Magda
210,167.1,CT+,CT+,CT+,JA,JA,3,Does B believe that A believes that B believes it is certainly true that A asks Dorota to share the package of henna with Magda?,Yes,end,4245,Magda
210,167.1,CT+,CT+,PS,JA,JA,3,Does B believe that A believes that B believes it is possibly true that A asks Dorota to share the package of henna with Magda?,Yes,end,4245,Magda
1,167.2,NB,NB,CT-,NA,NA,1,Does A believe it is certainly not true that Dorota shares the package of henna with Magda?,No,end,4245,Magda
1,167.2,NB,NB,CT+,NA,NA,1,Does A believe it is certainly true that Dorota shares the package of henna with Magda?,No,end,4245,Magda
1,167.2,NB,NB,PS,NA,NA,1,Does A believe it is possibly true that Dorota shares the package of henna with Magda?,No,end,4245,Magda
1,167.2,NB,NB,CT-,NA,NA,1,Does B believe it is certainly not true that Dorota shares the package of henna with Magda?,No,end,4245,Magda
1,167.2,NB,NB,CT+,NA,NA,1,Does B believe it is certainly true that Dorota shares the package of henna with Magda?,No,end,4245,Magda
1,167.2,NB,NB,PS,NA,NA,1,Does B believe it is possibly true that Dorota shares the package of henna with Magda?,No,end,4245,Magda
1,167.2,NB,NB,CT-,NA,NA,2,Does A believe that B believes it is certainly not true that Dorota shares the package of henna with Magda?,No,end,4245,Magda
1,167.2,NB,NB,CT+,NA,NA,2,Does A believe that B believes it is certainly true that Dorota shares the package of henna with Magda?,No,end,4245,Magda
1,167.2,NB,NB,PS,NA,NA,2,Does A believe that B believes it is possibly true that Dorota shares the package of henna with Magda?,No,end,4245,Magda
1,167.2,NB,NB,CT-,NA,NA,2,Does B believe that A believes it is certainly not true that Dorota shares the package of henna with Magda?,No,end,4245,Magda
1,167.2,NB,NB,CT+,NA,NA,2,Does B believe that A believes it is certainly true that Dorota shares the package of henna with Magda?,No,end,4245,Magda
1,167.2,NB,NB,PS,NA,NA,2,Does B believe that A believes it is possibly true that Dorota shares the package of henna with Magda?,No,end,4245,Magda
1,167.2,NB,NB,CT-,NA,NA,3,Does A believe that B believes that A believes it is certainly not true that Dorota shares the package of henna with Magda?,No,end,4245,Magda
1,167.2,NB,NB,CT+,NA,NA,3,Does A believe that B believes that A believes it is certainly true that Dorota shares the package of henna with Magda?,No,end,4245,Magda
1,167.2,NB,NB,PS,NA,NA,3,Does A believe that B believes that A believes it is possibly true that Dorota shares the package of henna with Magda?,No,end,4245,Magda
1,167.2,NB,NB,CT-,NA,NA,3,Does B believe that A believes that B believes it is certainly not true that Dorota shares the package of henna with Magda?,No,end,4245,Magda
1,167.2,NB,NB,CT+,NA,NA,3,Does B believe that A believes that B believes it is certainly true that Dorota shares the package of henna with Magda?,No,end,4245,Magda
1,167.2,NB,NB,PS,NA,NA,3,Does B believe that A believes that B believes it is possibly true that Dorota shares the package of henna with Magda?,No,end,4245,Magda
84,167.2,NB,NB,CT-,NA,NA,1,Does A believe it is certainly not true that Dorota shares the package of henna with Magda?,No,mid,4245,Magda
84,167.2,NB,NB,CT+,NA,NA,1,Does A believe it is certainly true that Dorota shares the package of henna with Magda?,No,mid,4245,Magda
84,167.2,NB,NB,PS,NA,NA,1,Does A believe it is possibly true that Dorota shares the package of henna with Magda?,No,mid,4245,Magda
84,167.2,NB,NB,CT-,NA,NA,1,Does B believe it is certainly not true that Dorota shares the package of henna with Magda?,No,mid,4245,Magda
84,167.2,NB,NB,CT+,NA,NA,1,Does B believe it is certainly true that Dorota shares the package of henna with Magda?,No,mid,4245,Magda
84,167.2,NB,NB,PS,NA,NA,1,Does B believe it is possibly true that Dorota shares the package of henna with Magda?,No,mid,4245,Magda
84,167.2,NB,NB,CT-,NA,NA,2,Does A believe that B believes it is certainly not true that Dorota shares the package of henna with Magda?,No,mid,4245,Magda
84,167.2,NB,NB,CT+,NA,NA,2,Does A believe that B believes it is certainly true that Dorota shares the package of henna with Magda?,No,mid,4245,Magda
84,167.2,NB,NB,PS,NA,NA,2,Does A believe that B believes it is possibly true that Dorota shares the package of henna with Magda?,No,mid,4245,Magda
84,167.2,NB,NB,CT-,NA,NA,2,Does B believe that A believes it is certainly not true that Dorota shares the package of henna with Magda?,No,mid,4245,Magda
84,167.2,NB,NB,CT+,NA,NA,2,Does B believe that A believes it is certainly true that Dorota shares the package of henna with Magda?,No,mid,4245,Magda
84,167.2,NB,NB,PS,NA,NA,2,Does B believe that A believes it is possibly true that Dorota shares the package of henna with Magda?,No,mid,4245,Magda
84,167.2,NB,NB,CT-,NA,NA,3,Does A believe that B believes that A believes it is certainly not true that Dorota shares the package of henna with Magda?,No,mid,4245,Magda
84,167.2,NB,NB,CT+,NA,NA,3,Does A believe that B believes that A believes it is certainly true that Dorota shares the package of henna with Magda?,No,mid,4245,Magda
84,167.2,NB,NB,PS,NA,NA,3,Does A believe that B believes that A believes it is possibly true that Dorota shares the package of henna with Magda?,No,mid,4245,Magda
84,167.2,NB,NB,CT-,NA,NA,3,Does B believe that A believes that B believes it is certainly not true that Dorota shares the package of henna with Magda?,No,mid,4245,Magda
84,167.2,NB,NB,CT+,NA,NA,3,Does B believe that A believes that B believes it is certainly true that Dorota shares the package of henna with Magda?,No,mid,4245,Magda
84,167.2,NB,NB,PS,NA,NA,3,Does B believe that A believes that B believes it is possibly true that Dorota shares the package of henna with Magda?,No,mid,4245,Magda
167,167.2,CT-,CT-,CT-,RT,RT,1,Does A believe it is certainly not true that Dorota shares the package of henna with Magda?,Yes,end,4245,Magda
167,167.2,CT-,CT-,CT+,RT,RT,1,Does A believe it is certainly true that Dorota shares the package of henna with Magda?,No,end,4245,Magda
167,167.2,CT-,CT-,PS,RT,RT,1,Does A believe it is possibly true that Dorota shares the package of henna with Magda?,No,end,4245,Magda
167,167.2,CT-,CT-,CT-,RT,RT,1,Does B believe it is certainly not true that Dorota shares the package of henna with Magda?,Yes,end,4245,Magda
167,167.2,CT-,CT-,CT+,RT,RT,1,Does B believe it is certainly true that Dorota shares the package of henna with Magda?,No,end,4245,Magda
167,167.2,CT-,CT-,PS,RT,RT,1,Does B believe it is possibly true that Dorota shares the package of henna with Magda?,No,end,4245,Magda
167,167.2,CT-,CT-,CT-,RT,RT,2,Does A believe that B believes it is certainly not true that Dorota shares the package of henna with Magda?,Yes,end,4245,Magda
167,167.2,CT-,CT-,CT+,RT,RT,2,Does A believe that B believes it is certainly true that Dorota shares the package of henna with Magda?,No,end,4245,Magda
167,167.2,CT-,CT-,PS,RT,RT,2,Does A believe that B believes it is possibly true that Dorota shares the package of henna with Magda?,No,end,4245,Magda
167,167.2,CT-,CT-,CT-,RT,RT,2,Does B believe that A believes it is certainly not true that Dorota shares the package of henna with Magda?,Yes,end,4245,Magda
167,167.2,CT-,CT-,CT+,RT,RT,2,Does B believe that A believes it is certainly true that Dorota shares the package of henna with Magda?,No,end,4245,Magda
167,167.2,CT-,CT-,PS,RT,RT,2,Does B believe that A believes it is possibly true that Dorota shares the package of henna with Magda?,No,end,4245,Magda
167,167.2,CT-,CT-,CT-,RT,RT,3,Does A believe that B believes that A believes it is certainly not true that Dorota shares the package of henna with Magda?,Yes,end,4245,Magda
167,167.2,CT-,CT-,CT+,RT,RT,3,Does A believe that B believes that A believes it is certainly true that Dorota shares the package of henna with Magda?,No,end,4245,Magda
167,167.2,CT-,CT-,PS,RT,RT,3,Does A believe that B believes that A believes it is possibly true that Dorota shares the package of henna with Magda?,No,end,4245,Magda
167,167.2,CT-,CT-,CT-,RT,RT,3,Does B believe that A believes that B believes it is certainly not true that Dorota shares the package of henna with Magda?,Yes,end,4245,Magda
167,167.2,CT-,CT-,CT+,RT,RT,3,Does B believe that A believes that B believes it is certainly true that Dorota shares the package of henna with Magda?,No,end,4245,Magda
167,167.2,CT-,CT-,PS,RT,RT,3,Does B believe that A believes that B believes it is possibly true that Dorota shares the package of henna with Magda?,No,end,4245,Magda
188,167.2,CT-,CT-,CT-,RT,RT,1,Does A believe it is certainly not true that Dorota shares the package of henna with Magda?,Yes,mid,4245,Magda
188,167.2,CT-,CT-,CT+,RT,RT,1,Does A believe it is certainly true that Dorota shares the package of henna with Magda?,No,mid,4245,Magda
188,167.2,CT-,CT-,PS,RT,RT,1,Does A believe it is possibly true that Dorota shares the package of henna with Magda?,No,mid,4245,Magda
188,167.2,CT-,CT-,CT-,RT,RT,1,Does B believe it is certainly not true that Dorota shares the package of henna with Magda?,Yes,mid,4245,Magda
188,167.2,CT-,CT-,CT+,RT,RT,1,Does B believe it is certainly true that Dorota shares the package of henna with Magda?,No,mid,4245,Magda
188,167.2,CT-,CT-,PS,RT,RT,1,Does B believe it is possibly true that Dorota shares the package of henna with Magda?,No,mid,4245,Magda
188,167.2,CT-,CT-,CT-,RT,RT,2,Does A believe that B believes it is certainly not true that Dorota shares the package of henna with Magda?,Yes,mid,4245,Magda
188,167.2,CT-,CT-,CT+,RT,RT,2,Does A believe that B believes it is certainly true that Dorota shares the package of henna with Magda?,No,mid,4245,Magda
188,167.2,CT-,CT-,PS,RT,RT,2,Does A believe that B believes it is possibly true that Dorota shares the package of henna with Magda?,No,mid,4245,Magda
188,167.2,CT-,CT-,CT-,RT,RT,2,Does B believe that A believes it is certainly not true that Dorota shares the package of henna with Magda?,Yes,mid,4245,Magda
188,167.2,CT-,CT-,CT+,RT,RT,2,Does B believe that A believes it is certainly true that Dorota shares the package of henna with Magda?,No,mid,4245,Magda
188,167.2,CT-,CT-,PS,RT,RT,2,Does B believe that A believes it is possibly true that Dorota shares the package of henna with Magda?,No,mid,4245,Magda
188,167.2,CT-,CT-,CT-,RT,RT,3,Does A believe that B believes that A believes it is certainly not true that Dorota shares the package of henna with Magda?,Yes,mid,4245,Magda
188,167.2,CT-,CT-,CT+,RT,RT,3,Does A believe that B believes that A believes it is certainly true that Dorota shares the package of henna with Magda?,No,mid,4245,Magda
188,167.2,CT-,CT-,PS,RT,RT,3,Does A believe that B believes that A believes it is possibly true that Dorota shares the package of henna with Magda?,No,mid,4245,Magda
188,167.2,CT-,CT-,CT-,RT,RT,3,Does B believe that A believes that B believes it is certainly not true that Dorota shares the package of henna with Magda?,Yes,mid,4245,Magda
188,167.2,CT-,CT-,CT+,RT,RT,3,Does B believe that A believes that B believes it is certainly true that Dorota shares the package of henna with Magda?,No,mid,4245,Magda
188,167.2,CT-,CT-,PS,RT,RT,3,Does B believe that A believes that B believes it is possibly true that Dorota shares the package of henna with Magda?,No,mid,4245,Magda
210,167.2,CT-,CT-,CT-,RT,RT,1,Does A believe it is certainly not true that Dorota shares the package of henna with Magda?,Yes,end,4245,Magda
210,167.2,CT-,CT-,CT+,RT,RT,1,Does A believe it is certainly true that Dorota shares the package of henna with Magda?,No,end,4245,Magda
210,167.2,CT-,CT-,PS,RT,RT,1,Does A believe it is possibly true that Dorota shares the package of henna with Magda?,No,end,4245,Magda
210,167.2,CT-,CT-,CT-,RT,RT,1,Does B believe it is certainly not true that Dorota shares the package of henna with Magda?,Yes,end,4245,Magda
210,167.2,CT-,CT-,CT+,RT,RT,1,Does B believe it is certainly true that Dorota shares the package of henna with Magda?,No,end,4245,Magda
210,167.2,CT-,CT-,PS,RT,RT,1,Does B believe it is possibly true that Dorota shares the package of henna with Magda?,No,end,4245,Magda
210,167.2,CT-,CT-,CT-,RT,RT,2,Does A believe that B believes it is certainly not true that Dorota shares the package of henna with Magda?,Yes,end,4245,Magda
210,167.2,CT-,CT-,CT+,RT,RT,2,Does A believe that B believes it is certainly true that Dorota shares the package of henna with Magda?,No,end,4245,Magda
210,167.2,CT-,CT-,PS,RT,RT,2,Does A believe that B believes it is possibly true that Dorota shares the package of henna with Magda?,No,end,4245,Magda
210,167.2,CT-,CT-,CT-,RT,RT,2,Does B believe that A believes it is certainly not true that Dorota shares the package of henna with Magda?,Yes,end,4245,Magda
210,167.2,CT-,CT-,CT+,RT,RT,2,Does B believe that A believes it is certainly true that Dorota shares the package of henna with Magda?,No,end,4245,Magda
210,167.2,CT-,CT-,PS,RT,RT,2,Does B believe that A believes it is possibly true that Dorota shares the package of henna with Magda?,No,end,4245,Magda
210,167.2,CT-,CT-,CT-,RT,RT,3,Does A believe that B believes that A believes it is certainly not true that Dorota shares the package of henna with Magda?,Yes,end,4245,Magda
210,167.2,CT-,CT-,CT+,RT,RT,3,Does A believe that B believes that A believes it is certainly true that Dorota shares the package of henna with Magda?,No,end,4245,Magda
210,167.2,CT-,CT-,PS,RT,RT,3,Does A believe that B believes that A believes it is possibly true that Dorota shares the package of henna with Magda?,No,end,4245,Magda
210,167.2,CT-,CT-,CT-,RT,RT,3,Does B believe that A believes that B believes it is certainly not true that Dorota shares the package of henna with Magda?,Yes,end,4245,Magda
210,167.2,CT-,CT-,CT+,RT,RT,3,Does B believe that A believes that B believes it is certainly true that Dorota shares the package of henna with Magda?,No,end,4245,Magda
210,167.2,CT-,CT-,PS,RT,RT,3,Does B believe that A believes that B believes it is possibly true that Dorota shares the package of henna with Magda?,No,end,4245,Magda
1,168.1,NB,NB,CT-,NA,NA,1,Does A believe it is certainly not true that Magda is gone so maybe Dorota will do the henna in Dorota's hair?,No,end,4245,Magda
1,168.1,NB,NB,CT+,NA,NA,1,Does A believe it is certainly true that Magda is gone so maybe Dorota will do the henna in Dorota's hair?,No,end,4245,Magda
1,168.1,NB,NB,PS,NA,NA,1,Does A believe it is possibly true that Magda is gone so maybe Dorota will do the henna in Dorota's hair?,No,end,4245,Magda
1,168.1,NB,NB,CT-,NA,NA,1,Does B believe it is certainly not true that Magda is gone so maybe Dorota will do the henna in Dorota's hair?,No,end,4245,Magda
1,168.1,NB,NB,CT+,NA,NA,1,Does B believe it is certainly true that Magda is gone so maybe Dorota will do the henna in Dorota's hair?,No,end,4245,Magda
1,168.1,NB,NB,PS,NA,NA,1,Does B believe it is possibly true that Magda is gone so maybe Dorota will do the henna in Dorota's hair?,No,end,4245,Magda
1,168.1,NB,NB,CT-,NA,NA,2,Does A believe that B believes it is certainly not true that Magda is gone so maybe Dorota will do the henna in Dorota's hair?,No,end,4245,Magda
1,168.1,NB,NB,CT+,NA,NA,2,Does A believe that B believes it is certainly true that Magda is gone so maybe Dorota will do the henna in Dorota's hair?,No,end,4245,Magda
1,168.1,NB,NB,PS,NA,NA,2,Does A believe that B believes it is possibly true that Magda is gone so maybe Dorota will do the henna in Dorota's hair?,No,end,4245,Magda
1,168.1,NB,NB,CT-,NA,NA,2,Does B believe that A believes it is certainly not true that Magda is gone so maybe Dorota will do the henna in Dorota's hair?,No,end,4245,Magda
1,168.1,NB,NB,CT+,NA,NA,2,Does B believe that A believes it is certainly true that Magda is gone so maybe Dorota will do the henna in Dorota's hair?,No,end,4245,Magda
1,168.1,NB,NB,PS,NA,NA,2,Does B believe that A believes it is possibly true that Magda is gone so maybe Dorota will do the henna in Dorota's hair?,No,end,4245,Magda
1,168.1,NB,NB,CT-,NA,NA,3,Does A believe that B believes that A believes it is certainly not true that Magda is gone so maybe Dorota will do the henna in Dorota's hair?,No,end,4245,Magda
1,168.1,NB,NB,CT+,NA,NA,3,Does A believe that B believes that A believes it is certainly true that Magda is gone so maybe Dorota will do the henna in Dorota's hair?,No,end,4245,Magda
1,168.1,NB,NB,PS,NA,NA,3,Does A believe that B believes that A believes it is possibly true that Magda is gone so maybe Dorota will do the henna in Dorota's hair?,No,end,4245,Magda
1,168.1,NB,NB,CT-,NA,NA,3,Does B believe that A believes that B believes it is certainly not true that Magda is gone so maybe Dorota will do the henna in Dorota's hair?,No,end,4245,Magda
1,168.1,NB,NB,CT+,NA,NA,3,Does B believe that A believes that B believes it is certainly true that Magda is gone so maybe Dorota will do the henna in Dorota's hair?,No,end,4245,Magda
1,168.1,NB,NB,PS,NA,NA,3,Does B believe that A believes that B believes it is possibly true that Magda is gone so maybe Dorota will do the henna in Dorota's hair?,No,end,4245,Magda
84,168.1,NB,NB,CT-,NA,NA,1,Does A believe it is certainly not true that Magda is gone so maybe Dorota will do the henna in Dorota's hair?,No,mid,4245,Magda
84,168.1,NB,NB,CT+,NA,NA,1,Does A believe it is certainly true that Magda is gone so maybe Dorota will do the henna in Dorota's hair?,No,mid,4245,Magda
84,168.1,NB,NB,PS,NA,NA,1,Does A believe it is possibly true that Magda is gone so maybe Dorota will do the henna in Dorota's hair?,No,mid,4245,Magda
84,168.1,NB,NB,CT-,NA,NA,1,Does B believe it is certainly not true that Magda is gone so maybe Dorota will do the henna in Dorota's hair?,No,mid,4245,Magda
84,168.1,NB,NB,CT+,NA,NA,1,Does B believe it is certainly true that Magda is gone so maybe Dorota will do the henna in Dorota's hair?,No,mid,4245,Magda
84,168.1,NB,NB,PS,NA,NA,1,Does B believe it is possibly true that Magda is gone so maybe Dorota will do the henna in Dorota's hair?,No,mid,4245,Magda
84,168.1,NB,NB,CT-,NA,NA,2,Does A believe that B believes it is certainly not true that Magda is gone so maybe Dorota will do the henna in Dorota's hair?,No,mid,4245,Magda
84,168.1,NB,NB,CT+,NA,NA,2,Does A believe that B believes it is certainly true that Magda is gone so maybe Dorota will do the henna in Dorota's hair?,No,mid,4245,Magda
84,168.1,NB,NB,PS,NA,NA,2,Does A believe that B believes it is possibly true that Magda is gone so maybe Dorota will do the henna in Dorota's hair?,No,mid,4245,Magda
84,168.1,NB,NB,CT-,NA,NA,2,Does B believe that A believes it is certainly not true that Magda is gone so maybe Dorota will do the henna in Dorota's hair?,No,mid,4245,Magda
84,168.1,NB,NB,CT+,NA,NA,2,Does B believe that A believes it is certainly true that Magda is gone so maybe Dorota will do the henna in Dorota's hair?,No,mid,4245,Magda
84,168.1,NB,NB,PS,NA,NA,2,Does B believe that A believes it is possibly true that Magda is gone so maybe Dorota will do the henna in Dorota's hair?,No,mid,4245,Magda
84,168.1,NB,NB,CT-,NA,NA,3,Does A believe that B believes that A believes it is certainly not true that Magda is gone so maybe Dorota will do the henna in Dorota's hair?,No,mid,4245,Magda
84,168.1,NB,NB,CT+,NA,NA,3,Does A believe that B believes that A believes it is certainly true that Magda is gone so maybe Dorota will do the henna in Dorota's hair?,No,mid,4245,Magda
84,168.1,NB,NB,PS,NA,NA,3,Does A believe that B believes that A believes it is possibly true that Magda is gone so maybe Dorota will do the henna in Dorota's hair?,No,mid,4245,Magda
84,168.1,NB,NB,CT-,NA,NA,3,Does B believe that A believes that B believes it is certainly not true that Magda is gone so maybe Dorota will do the henna in Dorota's hair?,No,mid,4245,Magda
84,168.1,NB,NB,CT+,NA,NA,3,Does B believe that A believes that B believes it is certainly true that Magda is gone so maybe Dorota will do the henna in Dorota's hair?,No,mid,4245,Magda
