CID,Annotator,Sentence,Sno.,Preprocessed,Eno.,Source,Target,Belief,Event
4431,Magda,A: probably is saying to her. {breath} &Kara says well I have to do what’s right for &David. [[imitating Kara in last nine words]],106,probably is saying to her. Kara says well I have to do what’s right for David.,106.4,A,do,unknown,to do what’s right for David
4431,Magda,A: probably is saying to her. {breath} &Kara says well I have to do what’s right for &David. [[imitating Kara in last nine words]],106,probably is saying to her. Kara says well I have to do what’s right for David.,106.5,A,right,unknown,what’s right for David
4431,Magda,A: probably is saying to her. {breath} &Kara says well I have to do what’s right for &David. [[imitating Kara in last nine words]],106,probably is saying to her. Kara says well I have to do what’s right for David.,106.6,A_Kara,have,true,well I have to do what’s right for David
4431,Magda,A: probably is saying to her. {breath} &Kara says well I have to do what’s right for &David. [[imitating Kara in last nine words]],106,probably is saying to her. Kara says well I have to do what’s right for David.,106.7,A_Kara,do,true,to do what’s right for David
4431,Magda,A: probably is saying to her. {breath} &Kara says well I have to do what’s right for &David. [[imitating Kara in last nine words]],106,probably is saying to her. Kara says well I have to do what’s right for David.,106.8,A_Kara,right,true,what’s right for David
4431,Magda,B: ((oh)) [distorted],107,oh,107.1,B,oh,true,oh
4431,Magda,A: And I said no &Kara you have to do what’s right for &Kara.,108,And I said no Kara you have to do what’s right for Kara.,108.1,A,said,true,And I said no Kara you have to do what’s right for Kara.
4431,Magda,A: And I said no &Kara you have to do what’s right for &Kara.,108,And I said no Kara you have to do what’s right for Kara.,108.2,A,have,unknown,Kara you have to do what’s right for Kara
4431,Magda,A: And I said no &Kara you have to do what’s right for &Kara.,108,And I said no Kara you have to do what’s right for Kara.,108.3,A,do,unknown,to do what’s right for Kara
4431,Magda,A: And I said no &Kara you have to do what’s right for &Kara.,108,And I said no Kara you have to do what’s right for Kara.,108.4,A,right,unknown,what’s right for Kara
4431,Magda,A: And what’s right for &Kara will be right for &David.,109,And what’s right for Kara will be right for David.,109.1,A,right,true,what’s right for Kara
4431,Magda,"B: That’s right. As long as you feed him, love him and take care of him.",110,"That’s right. As long as you feed him, love him and take care of him.",110.1,B,feed,unknown,as you feed him
4431,Magda,"B: That’s right. As long as you feed him, love him and take care of him.",110,"That’s right. As long as you feed him, love him and take care of him.",110.2,B,love,unknown,"As long as you feed him, love him"
4431,Magda,"B: That’s right. As long as you feed him, love him and take care of him.",110,"That’s right. As long as you feed him, love him and take care of him.",110.3,B,take,unknown,take care of him
4431,Magda,A: oh well I don’t want him to not know his daddy. [[imitating Kara]],111,oh well I don’t want him to not know his daddy.,111.1,A,want,false,oh well I don’t want him to not know his daddy.
4431,Magda,A: oh well I don’t want him to not know his daddy. [[imitating Kara]],111,oh well I don’t want him to not know his daddy.,111.2,A,know,unknown,him to not know his daddy
4431,Magda,A: I’m like,112,I’m like,112.1,A,like,true,I’m like
4431,Magda,A: {breath} Why?,113,Why?,113.1,A,Why,true,Why?
4431,Magda,"A: I wouldn’t I w-, I you know what I could never be with someone who didn’t love me.",114,I wouldn’t I I you know what I could never be with someone who didn’t love me.,114.1,A,know,false,you know what I could never be with someone who didn’t love me.
4431,Magda,"A: I wouldn’t I w-, I you know what I could never be with someone who didn’t love me.",114,I wouldn’t I I you know what I could never be with someone who didn’t love me.,114.2,A,be,unknown,what I could never be with someone who didn’t love me
4431,Magda,"A: I wouldn’t I w-, I you know what I could never be with someone who didn’t love me.",114,I wouldn’t I I you know what I could never be with someone who didn’t love me.,114.3,A,who,unknown,who
4431,Magda,"A: I wouldn’t I w-, I you know what I could never be with someone who didn’t love me.",114,I wouldn’t I I you know what I could never be with someone who didn’t love me.,114.4,A,love,unknown,who didn’t love me
4431,Magda,A: Could you?,115,Could you?,115.1,A,Could,true,Could you?
4431,Magda,B: Hell no.,116,Hell no.,116.1,B,Hell,pfalse,Hell no.
4431,Magda,A: I don’t get that.,117,I don’t get that.,117.1,A,get,false,I don’t get that.
4431,Magda,A: I don’t get that. Anyway so I spouted my mouth off,118,I don’t get that. Anyway so I spouted my mouth off,118.1,A,get,false,I don’t get that.
4431,Magda,A: I don’t get that. Anyway so I spouted my mouth off,118,I don’t get that. Anyway so I spouted my mouth off,118.2,A,spouted,true,Anyway so I spouted my mouth off
4431,Magda,A: {breath} Well I,119,Well I,119.1,A,Well,true,Well I
4431,Magda,B: Good for you.,120,Good for you., , , , , 
4431,Magda,A: I have to tell you the week before I met,121,I have to tell you the week before I met,121.1,A,tell,unknown,to tell you the week
4431,Magda,A: I have to tell you the week before I met,121,I have to tell you the week before I met,121.2,A,met,unknown,before I met
4431,Magda,A: %uh,122,uh,122.1,A,uh,true,uh
4431,Magda,A: the %uh [[quietly groaning]] sergeant and lieutenant at the %uh &Des &Moines &McDonald’s,123,the sergeant and lieutenant at the Des Moines McDonald’s,123.1,A,sergeant,true,the sergeant
4431,Magda,A: because they were dropping off &Shawn.,124,because they were dropping off Shawn.,124.1,A,dropping,true,because they were dropping off Shawn.
4431,Magda,B: Sergeant and lieutenant?,125,Sergeant and lieutenant?,125.1,B,Sergeant,true,Sergeant
4431,Magda,A: &Jennings.,126,Jennings., , , , , 
4431,Magda,B: %huh?,127,huh?,127.1,B,huh,true,huh?
4431,Magda,A: Sergeant and lieutenant &Jennings.,128,Sergeant and lieutenant Jennings.,128.1,A,Sergeant,true,Sergeant
4431,Magda,B: You talking about mom and dad? {laugh},129,You talking about mom and dad?,129.1,B,talking,true,You talking about mom
4431,Magda,A: yeah.,130,yeah.,130.1,A,yeah,true,yeah.
4431,Magda,A: %eh here’s why I call them that.,131,here’s why I call them that.,131.1,A,call,true,why I call them that
4431,Magda,"A: So we’re sitting there in &McDonald’s p- and I’m they had &Shawn for a week {breath} and %uh we’re visiting and, and %uh {breath} they start in on me right away.",132,"So we’re sitting there in McDonald’s and I’m they had Shawn for a week and we’re visiting and, and they start in on me right away.",132.1,A,sitting,true,So we’re sitting there in McDonald’s
4431,Magda,"A: So we’re sitting there in &McDonald’s p- and I’m they had &Shawn for a week {breath} and %uh we’re visiting and, and %uh {breath} they start in on me right away.",132,"So we’re sitting there in McDonald’s and I’m they had Shawn for a week and we’re visiting and, and they start in on me right away.",132.2,A,had,true,they had Shawn for a week
4431,Magda,"A: So we’re sitting there in &McDonald’s p- and I’m they had &Shawn for a week {breath} and %uh we’re visiting and, and %uh {breath} they start in on me right away.",132,"So we’re sitting there in McDonald’s and I’m they had Shawn for a week and we’re visiting and, and they start in on me right away.",132.3,A,visiting,true,and we’re visiting
4431,Magda,"A: So we’re sitting there in &McDonald’s p- and I’m they had &Shawn for a week {breath} and %uh we’re visiting and, and %uh {breath} they start in on me right away.",132,"So we’re sitting there in McDonald’s and I’m they had Shawn for a week and we’re visiting and, and they start in on me right away.",132.4,A,start,true,they start in on me right away.
4431,Magda,A: And you keep your mouth shut and you don’t say this and you don’t say that and don’t say this and don’t say that. [[adopting the voice of an admonishing parent for mocking effect]] {breath} It was the whole time was %uh was nothing but a big fucking lecture.,133,And you keep your mouth shut and you don’t say this and you don’t say that and don’t say this and don’t say that. It was the whole time was was nothing but a big fucking lecture.,133.1,A,keep,true,And you keep your mouth shut
4431,Magda,A: And you keep your mouth shut and you don’t say this and you don’t say that and don’t say this and don’t say that. [[adopting the voice of an admonishing parent for mocking effect]] {breath} It was the whole time was %uh was nothing but a big fucking lecture.,133,And you keep your mouth shut and you don’t say this and you don’t say that and don’t say this and don’t say that. It was the whole time was was nothing but a big fucking lecture.,133.2,A,say,false,you don’t say this
4431,Magda,A: And you keep your mouth shut and you don’t say this and you don’t say that and don’t say this and don’t say that. [[adopting the voice of an admonishing parent for mocking effect]] {breath} It was the whole time was %uh was nothing but a big fucking lecture.,133,And you keep your mouth shut and you don’t say this and you don’t say that and don’t say this and don’t say that. It was the whole time was was nothing but a big fucking lecture.,133.3,A,say,true,you don’t say that
4431,Magda,A: And you keep your mouth shut and you don’t say this and you don’t say that and don’t say this and don’t say that. [[adopting the voice of an admonishing parent for mocking effect]] {breath} It was the whole time was %uh was nothing but a big fucking lecture.,133,And you keep your mouth shut and you don’t say this and you don’t say that and don’t say this and don’t say that. It was the whole time was was nothing but a big fucking lecture.,133.4,A,say,true,don’t say this
4431,Magda,B: {laugh} You say oh I’ve got to go.,134,You say oh I’ve got to go.,134.1,B,say,true,You say oh I’ve got to go.
4431,Magda,B: {laugh} You say oh I’ve got to go.,134,You say oh I’ve got to go.,134.2,B,go,unknown,to go
4431,Magda,B: {laugh} You say oh I’ve got to go.,134,You say oh I’ve got to go.,134.3,B_you,go,true,to go
4431,Magda,"A: So I think, I think I did that on purpose.",135,"So I think, I think I did that on purpose.",135.1,A,think,true,I think
4431,Magda,"A: So I think, I think I did that on purpose.",135,"So I think, I think I did that on purpose.",135.2,A,think,true,"So I think, I think I did that on purpose."
4431,Magda,"A: So I think, I think I did that on purpose.",135,"So I think, I think I did that on purpose.",135.3,A,did,unknown,I did that on purpose
4431,Magda,B: Good for you.,136,Good for you., , , , , 
4431,Magda,A: {breath} Well then the following weekend was father’s day.,137,Well then the following weekend was father’s day.,137.1,A,was,true,Well then the following weekend was father’s day.
4431,Magda,A: And %uh we were supposed to all meet in &Des M-,138,And we were supposed to all meet in Des M-,138.1,A,meet,unknown,to all meet in Des M-
4431,Magda,A: oh that was to drop &Shawn off. okay. yeah.  {breath} And then we’re going to meet and pick &Shawn up and see &Kara and &David. I’ve never seen that kid.,139,oh that was to drop Shawn off. okay. yeah. And then we’re going to meet and pick Shawn up and see Kara and David. I’ve never seen that kid.,139.1,A,drop,true,to drop Shawn off
4431,Magda,A: oh that was to drop &Shawn off. okay. yeah.  {breath} And then we’re going to meet and pick &Shawn up and see &Kara and &David. I’ve never seen that kid.,139,oh that was to drop Shawn off. okay. yeah. And then we’re going to meet and pick Shawn up and see Kara and David. I’ve never seen that kid.,139.2,A,meet,true,to meet
4431,Magda,A: oh that was to drop &Shawn off. okay. yeah.  {breath} And then we’re going to meet and pick &Shawn up and see &Kara and &David. I’ve never seen that kid.,139,oh that was to drop Shawn off. okay. yeah. And then we’re going to meet and pick Shawn up and see Kara and David. I’ve never seen that kid.,139.3,A,pick,true,pick Shawn up
4431,Magda,A: oh that was to drop &Shawn off. okay. yeah.  {breath} And then we’re going to meet and pick &Shawn up and see &Kara and &David. I’ve never seen that kid.,139,oh that was to drop Shawn off. okay. yeah. And then we’re going to meet and pick Shawn up and see Kara and David. I’ve never seen that kid.,139.4,A,see,true,see Kara
4431,Magda,"A: Have no clue what he, well you haven’t either.",140,"Have no clue what he, well you haven’t either.",140.1,A,have,false,"Have no clue what he, well you haven’t either."
4431,Magda,"A: Have no clue what he, well you haven’t either.",140,"Have no clue what he, well you haven’t either.",140.2,A,no,false,no clue
4431,Magda,B: uh-uh.,141,uh-uh.,141.1,B,uh,true,uh-uh.
4431,Magda,A: So %um,142,So,142.1,A,So,true,So
4431,Magda,"A: we get there and there’s dad with his hands in his pocket and he meets us out at the car and, {breath} and %uh",143,"we get there and there’s dad with his hands in his pocket and he meets us out at the car and, and",143.1,A,get,true,we get there
4431,Magda,"A: we get there and there’s dad with his hands in his pocket and he meets us out at the car and, {breath} and %uh",143,"we get there and there’s dad with his hands in his pocket and he meets us out at the car and, and",143.2,A_he,get,true,we get there
4431,Magda,A: %um mom was sitting on the bench for once not huddling around dad. {breath},144,mom was sitting on the bench for once not huddling around dad.,144.1,A,sitting,true,mom was sitting on the bench for once not huddling around dad.
4431,Magda,A: %um mom was sitting on the bench for once not huddling around dad. {breath},144,mom was sitting on the bench for once not huddling around dad.,144.2,A,huddling,false,once not huddling around dad
4431,Magda,B: {laugh},145,, , , , , 
4431,Magda,A: And %um I said where’s &Kara. {breath} He said well she didn’t come.,146,And I said where’s Kara. He said well she didn’t come.,146.1,A,said,true,And I said where’s Kara.
4431,Magda,A: And %um I said where’s &Kara. {breath} He said well she didn’t come.,146,And I said where’s Kara. He said well she didn’t come.,146.2,A,where,unknown,where’s Kara
4431,Magda,A: And %um I said where’s &Kara. {breath} He said well she didn’t come.,146,And I said where’s Kara. He said well she didn’t come.,146.3,A,come,unknown,well she didn’t come
4431,Magda,A: And %um I said where’s &Kara. {breath} He said well she didn’t come.,146,And I said where’s Kara. He said well she didn’t come.,146.4,A_He,where,false,where’s Kara
4431,Magda,A: And %um I said where’s &Kara. {breath} He said well she didn’t come.,146,And I said where’s Kara. He said well she didn’t come.,146.5,A_He,come,false,well she didn’t come
4431,Magda,A: {breath} And I said what.,147,And I said what.,147.1,A,said,true,And I said what.
4431,Magda,"A: He said no she didn’t come. She %uh she didn’t like the last two conversations that she had with you. She %uh doesn’t, didn’t like what you s- you had to say to her.",148,"He said no she didn’t come. She she didn’t like the last two conversations that she had with you. She doesn’t, didn’t like what you you had to say to her.",148.1,A,say,true,He said no she didn’t come.
4431,Magda,"A: He said no she didn’t come. She %uh she didn’t like the last two conversations that she had with you. She %uh doesn’t, didn’t like what you s- you had to say to her.",148,"He said no she didn’t come. She she didn’t like the last two conversations that she had with you. She doesn’t, didn’t like what you you had to say to her.",148.2,A,come,unknown,no she didn’t come
4431,Magda,"A: He said no she didn’t come. She %uh she didn’t like the last two conversations that she had with you. She %uh doesn’t, didn’t like what you s- you had to say to her.",148,"He said no she didn’t come. She she didn’t like the last two conversations that she had with you. She doesn’t, didn’t like what you you had to say to her.",148.3,A,like,unknown,She she didn’t like the last two conversations that she had with you.
4431,Magda,"A: He said no she didn’t come. She %uh she didn’t like the last two conversations that she had with you. She %uh doesn’t, didn’t like what you s- you had to say to her.",148,"He said no she didn’t come. She she didn’t like the last two conversations that she had with you. She doesn’t, didn’t like what you you had to say to her.",148.4,A,like,false,"She doesn’t, didn’t like what you you had to say to her."
4431,Magda,"A: He said no she didn’t come. She %uh she didn’t like the last two conversations that she had with you. She %uh doesn’t, didn’t like what you s- you had to say to her.",148,"He said no she didn’t come. She she didn’t like the last two conversations that she had with you. She doesn’t, didn’t like what you you had to say to her.",148.5,A,conversations,true,the last two conversations that she had with you
4431,Magda,"A: He said no she didn’t come. She %uh she didn’t like the last two conversations that she had with you. She %uh doesn’t, didn’t like what you s- you had to say to her.",148,"He said no she didn’t come. She she didn’t like the last two conversations that she had with you. She doesn’t, didn’t like what you you had to say to her.",148.6,A,had,true,that she had with you
4431,Magda,"A: He said no she didn’t come. She %uh she didn’t like the last two conversations that she had with you. She %uh doesn’t, didn’t like what you s- you had to say to her.",148,"He said no she didn’t come. She she didn’t like the last two conversations that she had with you. She doesn’t, didn’t like what you you had to say to her.",148.7,A_He,come,false,no she didn’t come
4431,Magda,"A: He said no she didn’t come. She %uh she didn’t like the last two conversations that she had with you. She %uh doesn’t, didn’t like what you s- you had to say to her.",148,"He said no she didn’t come. She she didn’t like the last two conversations that she had with you. She doesn’t, didn’t like what you you had to say to her.",148.8,A_He,like,false,She she didn’t like the last two conversations that she had with you.
4431,Magda,"A: He said no she didn’t come. She %uh she didn’t like the last two conversations that she had with you. She %uh doesn’t, didn’t like what you s- you had to say to her.",148,"He said no she didn’t come. She she didn’t like the last two conversations that she had with you. She doesn’t, didn’t like what you you had to say to her.",148.9,A_He,like,false,"She doesn’t, didn’t like what you you had to say to her."
4431,Magda,"A: He said no she didn’t come. She %uh she didn’t like the last two conversations that she had with you. She %uh doesn’t, didn’t like what you s- you had to say to her.",148,"He said no she didn’t come. She she didn’t like the last two conversations that she had with you. She doesn’t, didn’t like what you you had to say to her.",148.10,A_He,conversations,true,the last two conversations that she had with you
4431,Magda,"A: He said no she didn’t come. She %uh she didn’t like the last two conversations that she had with you. She %uh doesn’t, didn’t like what you s- you had to say to her.",148,"He said no she didn’t come. She she didn’t like the last two conversations that she had with you. She doesn’t, didn’t like what you you had to say to her.",148.11,A_He,had,true,that she had with you
4431,Magda,B: So they still backing her.,149,So they still backing her.,149.1,B,backing,true,So they still backing her.
4431,Magda,A: And you want to know something?,150,And you want to know something?,150.1,A,want,true,And you want to know something?
4431,Magda,A: And you want to know something?,150,And you want to know something?,150.2,A,know,unknown,to know something
4431,Magda,B: What?,151,What?, , , , , 
4431,Magda,A: They probably told her it was okay not to come. They probably said yeah [[drawn out]] we don’t like how she talks to us either. [[bitter evocation of parental diction in previous ten words]],152,They probably told her it was okay not to come. They probably said yeah we don’t like how she talks to us either.,152.1,A,told,true,They probably told her it was okay not to come.
4431,Magda,A: They probably told her it was okay not to come. They probably said yeah [[drawn out]] we don’t like how she talks to us either. [[bitter evocation of parental diction in previous ten words]],152,They probably told her it was okay not to come. They probably said yeah we don’t like how she talks to us either.,152.2,A,come,unknown,not to come
4431,Magda,A: They probably told her it was okay not to come. They probably said yeah [[drawn out]] we don’t like how she talks to us either. [[bitter evocation of parental diction in previous ten words]],152,They probably told her it was okay not to come. They probably said yeah we don’t like how she talks to us either.,152.3,A,said,true,They probably said
4431,Magda,A: They probably told her it was okay not to come. They probably said yeah [[drawn out]] we don’t like how she talks to us either. [[bitter evocation of parental diction in previous ten words]],152,They probably told her it was okay not to come. They probably said yeah we don’t like how she talks to us either.,152.4,A,like,unknown,we don’t like how she talks to us either.
4431,Magda,A: They probably told her it was okay not to come. They probably said yeah [[drawn out]] we don’t like how she talks to us either. [[bitter evocation of parental diction in previous ten words]],152,They probably told her it was okay not to come. They probably said yeah we don’t like how she talks to us either.,152.5,A,talks,unknown,how she talks to us either
4431,Magda,A: They probably told her it was okay not to come. They probably said yeah [[drawn out]] we don’t like how she talks to us either. [[bitter evocation of parental diction in previous ten words]],152,They probably told her it was okay not to come. They probably said yeah we don’t like how she talks to us either.,152.6,A_They,come,false,not to come
4431,Magda,A: They probably told her it was okay not to come. They probably said yeah [[drawn out]] we don’t like how she talks to us either. [[bitter evocation of parental diction in previous ten words]],152,They probably told her it was okay not to come. They probably said yeah we don’t like how she talks to us either.,152.7,A_They,like,false,we don’t like how she talks to us either.
4431,Magda,A: They probably told her it was okay not to come. They probably said yeah [[drawn out]] we don’t like how she talks to us either. [[bitter evocation of parental diction in previous ten words]],152,They probably told her it was okay not to come. They probably said yeah we don’t like how she talks to us either.,152.8,A_They,talks,true,how she talks to us either
4431,Magda,B: {laugh},153,, , , , , 
4431,Magda,"A: I bet, what do you want to bet because",154,"I bet, what do you want to bet because",154.1,A,bet,true,"I bet,"
4431,Magda,"A: I bet, what do you want to bet because",154,"I bet, what do you want to bet because",154.2,A,bet,true,what do you want to bet
4431,Magda,"A: I bet, what do you want to bet because",154,"I bet, what do you want to bet because",154.3,A,want,true,"I bet, what do you want to bet because"
4431,Magda,A: don’t you think they could have made her come?,155,don’t you think they could have made her come?,155.1,A,think,false,don’t you think they could have made her come?
4431,Magda,A: don’t you think they could have made her come?,155,don’t you think they could have made her come?,155.2,A,made,unknown,they could have made her come
4431,Magda,A: don’t you think they could have made her come?,155,don’t you think they could have made her come?,155.3,A,come,unknown,her come
4431,Magda,B: yeah.,156,yeah.,156.1,B,yeah,true,yeah.
4431,Magda,B: They would’ve made anybody else come.,157,They would’ve made anybody else come.,157.1,B,made,unknown,They would’ve made anybody else come.
4431,Magda,B: They would’ve made anybody else come.,157,They would’ve made anybody else come.,157.2,B,come,unknown,anybody else come
4431,Magda,A: Sure.,158,Sure.,158.1,A,Sure,true,Sure.
4431,Magda,A: They would’ve said get your ass in the car.,159,They would’ve said get your ass in the car.,159.1,A,said,true,They would’ve said get your ass in the car.
4431,Magda,A: They would’ve said get your ass in the car.,159,They would’ve said get your ass in the car.,159.2,A,get,unknown,get your ass in the car
4431,Magda,A: They would’ve said get your ass in the car.,159,They would’ve said get your ass in the car.,159.3,A_They,get,true,get your ass in the car
4431,Magda,A: Whether y-,160,Whether y-,160.1,A,y-,true,Whether y-
4431,Magda,B: Say god damn we don’t want to hear no fucking shit. Let’s go.,161,Say god damn we don’t want to hear no fucking shit. Let’s go.,161.1,B,Say,true,Say god damn we don’t want to hear no fucking shit.
4431,Magda,B: Say god damn we don’t want to hear no fucking shit. Let’s go.,161,Say god damn we don’t want to hear no fucking shit. Let’s go.,161.2,B,want,unknown,damn we don’t want to hear no fucking shit
4431,Magda,B: Say god damn we don’t want to hear no fucking shit. Let’s go.,161,Say god damn we don’t want to hear no fucking shit. Let’s go.,161.3,B,hear,unknown,to hear no fucking shit
4431,Magda,B: Say god damn we don’t want to hear no fucking shit. Let’s go.,161,Say god damn we don’t want to hear no fucking shit. Let’s go.,161.4,B,go,unknown,’s go
4431,Magda,A: [background noise] Whether you’re thirty-six or twenty-six it don’t matter.,162,Whether you’re thirty-six or twenty-six it don’t matter.,162.1,A,matter,false,Whether you’re thirty-six or twenty-six it don’t matter.
4431,Magda,B: yeah.,163,yeah.,163.1,B,yeah,true,yeah.
4431,Magda,A: You would’ve been in that god damn car.,164,You would’ve been in that god damn car.,164.1,A,in,unknown,You would’ve been in that god damn car.
4431,Magda,A: Well,165,Well,165.1,A,Well,true,Well
4431,Magda,A: {breath} it was just like well we’ll show her for spouting her mouth off.,166,it was just like well we’ll show her for spouting her mouth off.,166.1,A,show,true,well we’ll show her for spouting her mouth off.
4431,Magda,A: {breath} it was just like well we’ll show her for spouting her mouth off.,166,it was just like well we’ll show her for spouting her mouth off.,166.2,A,spouting,true,spouting her mouth off
4431,Magda,B: She won’t get to see the baby.,167,She won’t get to see the baby.,167.1,B,get,false,She won’t get to see the baby.
4431,Magda,B: She won’t get to see the baby.,167,She won’t get to see the baby.,167.2,B,see,false,to see the baby
4431,Magda,A: yeah.,168,yeah.,168.1,A,yeah,true,yeah.
4431,Magda,A: Exactly. We’ll punish her.,169,Exactly. We’ll punish her.,169.1,A,punish,true,We’ll punish her.
4431,Magda,A: {breath} So then he just calls.  The old man just calls me and says,170,So then he just calls. The old man just calls me and says,170.1,A,calls,true,So then he just calls.
4431,Magda,A: {breath} So then he just calls.  The old man just calls me and says,170,So then he just calls. The old man just calls me and says,170.2,A,calls,true,The old man just calls me
4431,Magda,A: {breath} So then he just calls.  The old man just calls me and says,170,So then he just calls. The old man just calls me and says,170.3,A,says,true,says
4431,Magda,A: I got my messy {breath} mess- message {breath} machine and says {breath} %uh yeah we want to we want &Ryan to come out. We don’t think it’s fair that &Ryan can’t come out. {breath} [[mocking imitation of family member in last twenty one words]],171,I got my messy message machine and says yeah we want to we want Ryan to come out. We don’t think it’s fair that Ryan can’t come out.,171.1,A,got,true,I got my messy message machine
4431,Magda,A: I got my messy {breath} mess- message {breath} machine and says {breath} %uh yeah we want to we want &Ryan to come out. We don’t think it’s fair that &Ryan can’t come out. {breath} [[mocking imitation of family member in last twenty one words]],171,I got my messy message machine and says yeah we want to we want Ryan to come out. We don’t think it’s fair that Ryan can’t come out.,171.2,A,says,true,says
4431,Magda,A: I got my messy {breath} mess- message {breath} machine and says {breath} %uh yeah we want to we want &Ryan to come out. We don’t think it’s fair that &Ryan can’t come out. {breath} [[mocking imitation of family member in last twenty one words]],171,I got my messy message machine and says yeah we want to we want Ryan to come out. We don’t think it’s fair that Ryan can’t come out.,171.3,A,want,unknown,yeah we want to we want Ryan to come out.
4431,Magda,A: I got my messy {breath} mess- message {breath} machine and says {breath} %uh yeah we want to we want &Ryan to come out. We don’t think it’s fair that &Ryan can’t come out. {breath} [[mocking imitation of family member in last twenty one words]],171,I got my messy message machine and says yeah we want to we want Ryan to come out. We don’t think it’s fair that Ryan can’t come out.,171.4,A,want,true,we want Ryan to come out
4431,Magda,A: I got my messy {breath} mess- message {breath} machine and says {breath} %uh yeah we want to we want &Ryan to come out. We don’t think it’s fair that &Ryan can’t come out. {breath} [[mocking imitation of family member in last twenty one words]],171,I got my messy message machine and says yeah we want to we want Ryan to come out. We don’t think it’s fair that Ryan can’t come out.,171.5,A,come,unknown,Ryan to come out
4431,Magda,A: I got my messy {breath} mess- message {breath} machine and says {breath} %uh yeah we want to we want &Ryan to come out. We don’t think it’s fair that &Ryan can’t come out. {breath} [[mocking imitation of family member in last twenty one words]],171,I got my messy message machine and says yeah we want to we want Ryan to come out. We don’t think it’s fair that Ryan can’t come out.,171.6,A,come,true,that Ryan can’t come out
4431,Magda,A: I got my messy {breath} mess- message {breath} machine and says {breath} %uh yeah we want to we want &Ryan to come out. We don’t think it’s fair that &Ryan can’t come out. {breath} [[mocking imitation of family member in last twenty one words]],171,I got my messy message machine and says yeah we want to we want Ryan to come out. We don’t think it’s fair that Ryan can’t come out.,171.7,A,think,unknown,We don’t think it’s fair that Ryan can’t come out.
4431,Magda,A: I got my messy {breath} mess- message {breath} machine and says {breath} %uh yeah we want to we want &Ryan to come out. We don’t think it’s fair that &Ryan can’t come out. {breath} [[mocking imitation of family member in last twenty one words]],171,I got my messy message machine and says yeah we want to we want Ryan to come out. We don’t think it’s fair that Ryan can’t come out.,171.8,A,fair,unknown,it’s fair that Ryan can’t come out
4431,Magda,"A: And %uh cause I, I, I said I’m not going to meet them in &Des &Moines.  I c-, I can’t be with them &Tad. I get I, I lose two weeks of my life every time I’m with them. Mentally I can’t take it.",172,"And cause I, I, I said I’m not going to meet them in Des Moines. I I can’t be with them Tad. I get I, I lose two weeks of my life every time I’m with them. Mentally I can’t take it.",172.1,A,said,true,"And cause I, I, I said I’m not going to meet them in Des Moines."
4431,Magda,"A: And %uh cause I, I, I said I’m not going to meet them in &Des &Moines.  I c-, I can’t be with them &Tad. I get I, I lose two weeks of my life every time I’m with them. Mentally I can’t take it.",172,"And cause I, I, I said I’m not going to meet them in Des Moines. I I can’t be with them Tad. I get I, I lose two weeks of my life every time I’m with them. Mentally I can’t take it.",172.2,A,meet,unknown,to meet them in Des Moines
4431,Magda,"A: And %uh cause I, I, I said I’m not going to meet them in &Des &Moines.  I c-, I can’t be with them &Tad. I get I, I lose two weeks of my life every time I’m with them. Mentally I can’t take it.",172,"And cause I, I, I said I’m not going to meet them in Des Moines. I I can’t be with them Tad. I get I, I lose two weeks of my life every time I’m with them. Mentally I can’t take it.",172.3,A,be,unknown,I I can’t be with them Tad.
4431,Magda,"A: And %uh cause I, I, I said I’m not going to meet them in &Des &Moines.  I c-, I can’t be with them &Tad. I get I, I lose two weeks of my life every time I’m with them. Mentally I can’t take it.",172,"And cause I, I, I said I’m not going to meet them in Des Moines. I I can’t be with them Tad. I get I, I lose two weeks of my life every time I’m with them. Mentally I can’t take it.",172.4,A,get,unknown,I get I
4431,Magda,"A: And %uh cause I, I, I said I’m not going to meet them in &Des &Moines.  I c-, I can’t be with them &Tad. I get I, I lose two weeks of my life every time I’m with them. Mentally I can’t take it.",172,"And cause I, I, I said I’m not going to meet them in Des Moines. I I can’t be with them Tad. I get I, I lose two weeks of my life every time I’m with them. Mentally I can’t take it.",172.5,A,lose,unknown,"I get I, I lose two weeks of my life every time I’m with them."
4431,Magda,B: Well why do you think nobody else has no --,173,Well why do you think nobody else has no-,173.1,B,think,false,Well why do you think nobody else has no-
4431,Magda,"A: I, I can’t, I can’t do it anymore.",174,"I, I can’t, I can’t do it anymore.",174.1,A,ca,true,"I, I can’t"
4431,Magda,"A: I, I can’t, I can’t do it anymore.",174,"I, I can’t, I can’t do it anymore.",174.2,A,do,false,"I, I can’t, I can’t do it anymore."
4431,Magda,B: -- contact with them.,175,-- contact with them.,175.1,B,contact,true,-- contact with them.
4431,Magda,"A: I, I just can’t. {breath}",176,"I, I just can’t.", , , , , 
4431,Magda,B: I mean that pissed me off the last time they were here so.,177,I mean that pissed me off the last time they were here so.,177.1,B,pissed,true,I mean that pissed me off the last time they were here so.
4431,Magda,B: I mean that pissed me off the last time they were here so.,177,I mean that pissed me off the last time they were here so.,177.2,B,here,true,they were here so
4431,Magda,A: But it’s never their fault.,178,But it’s never their fault.,178.1,A,fault,true,their fault
4431,Magda,A: It’s never for anything that they’ve done.,179,It’s never for anything that they’ve done.,179.1,A,for,false,It’s never for anything that they’ve done.
4431,Magda,A: It’s never for anything that they’ve done.,179,It’s never for anything that they’ve done.,179.2,A,done,false,that they’ve done
