CID,Annotator,Sentence,Sno.,Preprocessed,Coref Resolved,Eno.,Source,Target,Belief,Event
4431,Magda,B: come back like a while ago but &Jill like she keeps farting around and won’t want to go get them and,14,come back like a while ago but Jill like she keeps farting around and won’t want to go get them and,come back like a while ago but Jill like Jill keeps farting around and won’t want to go get them and,14.6,B,get,unknown,get them
4431,Magda,A: %mm. [channel noise],15,.,., , , , , 
4431,Magda,B: So I said and then she j-,16,So I said and then she j-,So I said and then Jill j-,16.1,B,said,true,So B said
4431,Magda,B: So I said and then she j-,16,So I said and then she j-,So I said and then Jill j-,16.2,B,then,unknown,then
4431,Magda,A: Did she have her baby yet?,17,Did she have her baby yet?,Did Jill have Jill's baby yet?,17.1,A,have,unknown,Did Jill have Jill's baby yet?
4431,Magda,B: yeah. She had a girl.,18,yeah. She had a girl.,yeah. Jill had a girl.,18.1,B,had,true,Jill had a girl.
4431,Magda,A: %mm.,19,mm.,mm.,19.1,A,mm,true,mm.
4431,Magda,B: Six pounds or something like that. I don’t know.,20,Six pounds or something like that. I don’t know.,Six pounds or something like Six pounds. I don’t know.,20.1,B,know,false,B don’t know.
4431,Magda,B: hey ain’t my concern.,21,hey ain’t my concern.,hey ain’t my concern.,21.1,B,concern,false,B's concern
4431,Magda,A: Good. Good for you.,22,Good. Good for you.,Good. Good for you.,22.1,A,Good,true,Good.
4431,Magda,A: So you’ve been leading the life of &Reilly %huh?,23,So you’ve been leading the life of Reilly,So you’ve been leading the life of Reilly,23.1,A,leading,true,So B’ve been leading the life of Reilly
4431,Magda,B: No. Not really. Just I haven’t been home much this summer and w-,24,No. Not really. Just I haven’t been home much this summer and w-,No. Not really. Just I haven’t been home much this summer and w-,24.1,B,been,false,Just B haven’t been home much this summer
4431,Magda,A: And busier than hell %huh?,25,And busier than hell,And busier than hell, , , , , 
4431,Magda,B: %hm?,26,hm?,hm?,26.1,B,hm,true,hm?
4431,Magda,A: Then good then.,27,Then good then.,Then good then.,27.1,A,good,true,Then good then.
4431,Magda,A: Give you a nice break.,28,Give you a nice break.,Give you a nice break.,28.1,A,Give,true,Give B a nice break.
4431,Magda,A: Give you a nice break.,28,Give you a nice break.,Give you a nice break.,28.2,A,break,true,a nice break
4431,Magda,B: Well no. I missed the hell out of them.,29,Well no. I missed the hell out of them.,Well no. I missed the hell out of them.,29.1,B,missed,true,B missed the hell out of them.
4431,Magda,A: Do you? {laugh},30,Do you?,Do you?,30.1,A,Do,true,Do B?
4431,Magda,B: I was ready to,31,I was ready to,I was ready to,31.1,B,ready,true,B was ready to
4431,Magda,A: That’s good.,32,That’s good.,That’s good.,32.1,A,good,true,That’s good.
4431,Magda,B: I was ready that’s a,33,I was ready that’s a,I was ready that’s a,33.1,B,ready,true,B was ready that’s a
4431,Magda,A: Go get them.,34,Go get them.,Go get them.,34.1,A,Go,unknown,Go get them.
4431,Magda,B: yeah. I was w-,35,yeah. I was w-,yeah. I was w-,35.1,B,was,true,B was w-
4431,Magda,B: It’s just that %uh,36,It’s just that,It’s just that,36.1,B,It,true,It
4431,Magda,B: You know I was gone,37,You know I was gone,You know I was gone,37.1,B,know,true,A know
4431,Magda,A: What kind of car do you have?,38,What kind of car do you have?,What kind of car do you have?,38.1,A,have,true,What kind of car do B have?
4431,Magda,B: %huh?,39,huh?,huh?,39.1,B,huh,true,huh?
4431,Magda,A: What kind of car do you have now?,40,What kind of car do you have now?,What kind of car do you have now?,40.1,A,have,true,What kind of car do B have now?
4431,Magda,B: Same car.,41,Same car.,Same car.,41.1,B,Same,true,Same car.
4431,Magda,A: oh. really? You got that thing repaired?,42,oh. really? You got that thing repaired?,oh. really? You got Same car. repaired?,42.1,A,repaired,true,repaired?
4431,Magda,B: yeah.,43,yeah.,yeah.,43.1,B,yeah,true,yeah.
4431,Magda,A: Really?,44,Really?,Really?,44.1,A,Really,true,Really?
4431,Magda,B: uh-huh.,45,uh-huh.,uh-huh.,45.1,B,uh,true,uh-huh.
4431,Magda,A: %huh,46,huh,huh, , , , , 
4431,Magda,A: Well,47,Well,Well,47.1,A,Well,true,Well
4431,Magda,A: anyway,48,anyway,anyway, , , , , 
4431,Magda,A: %um,49,um,um, , , , , 
4431,Magda,A: What else is going on? You’re busy with work and,50,What else is going on? You’re busy with work and,What else is going on? You’re busy with work and,50.1,A,busy,true,B’re busy with work
4431,Magda,B: yeah. I work ten at night to six in the morning. &Bo &Bo’s happy because %uh he don’t have to go back to day care.,51,yeah. I work ten at night to six in the morning. Bo Bo’s happy because he don’t have to go back to day care.,yeah. I work ten at night to six in the morning. Bo Bo’s happy because Bo Bo don’t have to go back to day care.,51.1,B,work,true,B work ten at night to six in the morning.
4431,Magda,B: yeah. I work ten at night to six in the morning. &Bo &Bo’s happy because %uh he don’t have to go back to day care.,51,yeah. I work ten at night to six in the morning. Bo Bo’s happy because he don’t have to go back to day care.,yeah. I work ten at night to six in the morning. Bo Bo’s happy because Bo Bo don’t have to go back to day care.,51.2,B,happy,true,Bo Bo’s happy because Bo Bo don’t have to go back to day care.
4431,Magda,B: yeah. I work ten at night to six in the morning. &Bo &Bo’s happy because %uh he don’t have to go back to day care.,51,yeah. I work ten at night to six in the morning. Bo Bo’s happy because he don’t have to go back to day care.,yeah. I work ten at night to six in the morning. Bo Bo’s happy because Bo Bo don’t have to go back to day care.,51.3,B,go,false,to go back to day care
4431,Magda,A: Right. When do you sleep then?,52,Right. When do you sleep then?,Right. When do you sleep then?,52.1,A,sleep,true,When do B sleep then?
4431,Magda,B: I p- I sleep probably a couple hours in the morning and then like at nap time.,53,I I sleep probably a couple hours in the morning and then like at nap time.,I I sleep probably a couple hours in the morning and then like at nap time.,53.1,B,sleep,true,B B sleep probably a couple hours in the morning
4431,Magda,A: yeah. You never did require much sleep.,54,yeah. You never did require much sleep.,yeah. You never did require much sleep.,54.1,A,require,false,B never did require much sleep.
4431,Magda,B: No.,55,No.,No.,55.1,B,No,true,No.
4431,Magda,A: yeah.,56,yeah.,yeah.,56.1,A,yeah,true,yeah.
4431,Magda,"A: {breath} So has, has %uh the old man and the old lady called you lately?",57,"So has, has the old man and the old lady called you lately?","So has, has the old man and the old lady called you lately?",57.1,A,called,true,called B lately
4431,Magda,B: No.,58,No.,No.,58.1,B,No,true,No.
4431,Magda,A: oh.,59,oh.,oh.,59.1,A,oh,true,oh.
4431,Magda,B: Ain’t worried about it.,60,Ain’t worried about it.,Ain’t worried about it.,60.1,B,worried,false,Ain’t worried about it.
4431,Magda,A: {breath} You know your sister was %uh,61,You know your sister was,You know your sister was,61.1,A,was,true,B know B's sister was
4431,Magda,A: in &Illinois recently.,62,in Illinois recently.,in Illinois recently.,62.1,A,in,true,in Illinois recently.
4431,Magda,B: She was?,63,She was?,your sister was?,63.1,B,was,true,A's sister was?
4431,Magda,A: yeah.,64,yeah.,yeah.,64.1,A,yeah,true,yeah.
4431,Magda,B: What for?,65,What for?,What for?,65.1,B,What,true,What for?
4431,Magda,A: Her old man kicked her out of the --,66,Her old man kicked her out of the-,your sister's old man kicked your sister out of the-,66.1,A,kicked,true,B's sister's old man kicked B's sister out of the-
4431,Magda,A: -- out of her house.,67,-- out of her house.,-- out of your sister's house.,67.1,A,out,true,-- out of B's sister's house.
4431,Magda,B: yeah. Well &Jill’s been getting the shit beat out of her and all that at,68,yeah. Well Jill’s been getting the shit beat out of her and all that at,yeah. Well Jill’s been getting the shit beat out of Jill and all that at,68.1,B,getting,true,Well Jill’s been getting the shit beat out of Jill
4431,Magda,A: You’re kidding.,69,You’re kidding.,You’re kidding.,69.1,A,kidding,true,B’re kidding.
4431,Magda,B: No.,70,No.,No.,70.1,B,No,true,No.
4431,Magda,A: Well don’t get sucked into that.,71,Well don’t get sucked into that.,Well don’t get sucked into that.,71.1,A,get,false,get
4431,Magda,A: Well don’t get sucked into that.,71,Well don’t get sucked into that.,Well don’t get sucked into that.,71.2,A,sucked,false,Well don’t get sucked into that.
4431,Magda,B: oh I’m not.,72,oh I’m not.,oh I’m not.,72.1,B,I,false,B
4431,Magda,A: {breath},73, , , , , , , 
4431,Magda,B: Her baby’s got colic and she ((did funny)).,74,Her baby’s got colic and she did funny.,Jill's's baby’s got colic and Jill's did funny.,74.1,B,got,true,Jill's's baby’s got colic
4431,Magda,B: Her baby’s got colic and she ((did funny)).,74,Her baby’s got colic and she did funny.,Jill's's baby’s got colic and Jill's did funny.,74.2,B,did,true,Jill's did funny.
4431,Magda,A: oh. Sounds like a real mess.,75,oh. Sounds like a real mess.,oh. Sounds like a real mess.,75.1,A,mess,true,a real mess
4431,Magda,A: Too bad.,76,Too bad.,Too bad.,76.1,A,Too,true,Too
4431,Magda,B: So is she home for good?,77,So is she home for good?,So is she home for good?,77.1,B,home,true,So is she home for good?
4431,Magda,A: No.,78,No.,No.,78.1,A,No,true,No.
4431,Magda,B: He took her back?,79,He took her back?,He took her back?,79.1,B,took,true,He took her back?
4431,Magda,A: No. He didn’t take her back but his %uh mom was going to buy her a car --,80,No. He didn’t take her back but his mom was going to buy her a car-,No. He didn’t take her back but his mom was going to buy her a car-,80.1,A,take,false,He didn’t take her back
4431,Magda,A: No. He didn’t take her back but his %uh mom was going to buy her a car --,80,No. He didn’t take her back but his mom was going to buy her a car-,No. He didn’t take her back but his mom was going to buy her a car-,80.2,A,buy,true,to buy her
4431,Magda,A: -- so that she’d stay out there and sure enough she’s staying out there.,81,-- so that she’d stay out there and sure enough she’s staying out there.,-- so that Kara’d stay out there and sure enough Kara’s staying out there.,81.1,A,stay,true,-- so that Kara’d stay out there
4431,Magda,A: -- so that she’d stay out there and sure enough she’s staying out there.,81,-- so that she’d stay out there and sure enough she’s staying out there.,-- so that Kara’d stay out there and sure enough Kara’s staying out there.,81.2,A,stay,true,Kara’s staying out there
4431,Magda,B: oh yeah. She working it.,82,oh yeah. She working it.,oh yeah. Kara working it.,82.1,B,working,true,Kara working it.
4431,Magda,A: %huh?,83,huh?,huh?,83.1,A,huh,true,huh?
4431,Magda,B: She working it.,84,She working it.,Kara working it.,84.1,B,working,true,Kara working it.
4431,Magda,A: So anyway she called me a couple days before she was going to come home and [dishes clinking] {lipsmack} and I go %um {breath},85,So anyway she called me a couple days before she was going to come home and and I go,So anyway Kara called Pat a couple days before Kara was going to come home and and Pat go,85.1,A,called,true,So anyway Kara called Pat a couple days before Kara was going to come home
4431,Magda,A: So anyway she called me a couple days before she was going to come home and [dishes clinking] {lipsmack} and I go %um {breath},85,So anyway she called me a couple days before she was going to come home and and I go,So anyway Kara called Pat a couple days before Kara was going to come home and and Pat go,85.2,A,come,true,to come home
4431,Magda,A: So anyway she called me a couple days before she was going to come home and [dishes clinking] {lipsmack} and I go %um {breath},85,So anyway she called me a couple days before she was going to come home and and I go,So anyway Kara called Pat a couple days before Kara was going to come home and and Pat go,85.3,A,going,true,a couple days before Kara was going to come home
4431,Magda,A: {breath} can you tell me why you would stay in a place where you know,86,can you tell me why you would stay in a place where you know,can Kara tell Pat why Kara would stay in a place where Kara know,86.1,A,tell,unknown,can Kara tell Pat why Kara would stay in a place where Kara know
4431,Magda,A: {breath} can you tell me why you would stay in a place where you know,86,can you tell me why you would stay in a place where you know,can Kara tell Pat why Kara would stay in a place where Kara know,86.2,A,stay,unknown,why Kara would stay in a place
4431,Magda,A: {breath} can you tell me why you would stay in a place where you know,86,can you tell me why you would stay in a place where you know,can Kara tell Pat why Kara would stay in a place where Kara know,86.3,A,know,unknown,where Kara know
4431,Magda,A: you’re not wanted,87,you’re not wanted,Kara not wanted,87.1,A,wanted,false,Kara not wanted
4431,Magda,A: in a state you know that where you don’t know hardly anybody.,88,in a state you know that where you don’t know hardly anybody.,in a state Kara know that where Kara don’t know hardly anybody.,88.1,A,know,true,in a state Kara know that where Kara don’t know hardly anybody.
4431,Magda,A: in a state you know that where you don’t know hardly anybody.,88,in a state you know that where you don’t know hardly anybody.,in a state Kara know that where Kara don’t know hardly anybody.,88.2,A,know,false,where Kara don’t know hardly anybody
4431,Magda,"A: {breath} So then it that’s when it all came out. She said well &Pat I think her name’s &Patty, &Patty’s going to buy me a car. [[last seven words spoken in imitation of Kara’s voice]]",89,"So then it that’s when it all came out. She said well Pat I think her name’s Patty, Patty’s going to buy me a car.","So then it that’s when it all came out. Kara said well Pat Pat think Patty's's name’s Patty, Patty's’s going to buy Kara a car.",89.1,A,came,true,when it all came out
4431,Magda,"A: {breath} So then it that’s when it all came out. She said well &Pat I think her name’s &Patty, &Patty’s going to buy me a car. [[last seven words spoken in imitation of Kara’s voice]]",89,"So then it that’s when it all came out. She said well Pat I think her name’s Patty, Patty’s going to buy me a car.","So then it that’s when it all came out. Kara said well Pat Pat think Patty's's name’s Patty, Patty's’s going to buy Kara a car.",89.2,A,said,true,"Kara said well Pat Pat think Patty's's name’s Patty, Patty's’s going to buy Kara a car."
4431,Magda,"A: {breath} So then it that’s when it all came out. She said well &Pat I think her name’s &Patty, &Patty’s going to buy me a car. [[last seven words spoken in imitation of Kara’s voice]]",89,"So then it that’s when it all came out. She said well Pat I think her name’s Patty, Patty’s going to buy me a car.","So then it that’s when it all came out. Kara said well Pat Pat think Patty's's name’s Patty, Patty's’s going to buy Kara a car.",89.3,A,think,unknown,"well Pat Pat think Patty's's name’s Patty, Patty's’s going to buy Kara a car"
4431,Magda,"A: {breath} So then it that’s when it all came out. She said well &Pat I think her name’s &Patty, &Patty’s going to buy me a car. [[last seven words spoken in imitation of Kara’s voice]]",89,"So then it that’s when it all came out. She said well Pat I think her name’s Patty, Patty’s going to buy me a car.","So then it that’s when it all came out. Kara said well Pat Pat think Patty's's name’s Patty, Patty's’s going to buy Kara a car.",89.4,A,buy,unknown,to buy Kara a car
4431,Magda,"A: {breath} So then it that’s when it all came out. She said well &Pat I think her name’s &Patty, &Patty’s going to buy me a car. [[last seven words spoken in imitation of Kara’s voice]]",89,"So then it that’s when it all came out. She said well Pat I think her name’s Patty, Patty’s going to buy me a car.","So then it that’s when it all came out. Kara said well Pat Pat think Patty's's name’s Patty, Patty's’s going to buy Kara a car.",89.5,A_She,think,true,"well Pat Pat think Patty's's name’s Patty, Patty's’s going to buy Kara a car"
4431,Magda,A: She’s going to help me out. [[still in imitation]] I said,90,She’s going to help me out. I said,Patty's’s going to help Kara out. Pat said,90.1,A,help,unknown,to help Kara out
4431,Magda,A: She’s going to help me out. [[still in imitation]] I said,90,She’s going to help me out. I said,Patty's’s going to help Kara out. Pat said,90.2,A,said,true,Pat said
4431,Magda,A: &Kara you know why she’s going to do that is because she wants,91,Kara you know why she’s going to do that is because she wants,Kara Kara know why Patty's's’s going to do that is because Patty's's wants,91.1,A,know,true,Kara Kara know why Patty's's’s going to do that is because Patty's's wants
4431,Magda,A: &Kara you know why she’s going to do that is because she wants,91,Kara you know why she’s going to do that is because she wants,Kara Kara know why Patty's's’s going to do that is because Patty's's wants,91.2,A,do,unknown,to do that
4431,Magda,A: &Kara you know why she’s going to do that is because she wants,91,Kara you know why she’s going to do that is because she wants,Kara Kara know why Patty's's’s going to do that is because Patty's's wants,91.3,A,wants,unknown,because Patty's's wants
4431,Magda,A: the kid to stay there so she can see your grandson.,92,the kid to stay there so she can see your grandson.,the kid to stay there so Patty's's can see Patty's's grandson.,92.1,A,stay,unknown,the kid to stay there so Patty's's can see Patty's's grandson.
4431,Magda,A: the kid to stay there so she can see your grandson.,92,the kid to stay there so she can see your grandson.,the kid to stay there so Patty's's can see Patty's's grandson.,92.2,A,see,unknown,so Patty's's can see Patty's's grandson
4431,Magda,B: mhm.,93,mhm.,mhm.,93.1,B,mhm,true,mhm.
4431,Magda,A: so she got all pissed off at me.,94,so she got all pissed off at me.,so Kara got all pissed off at me.,94.1,A,got,true,got
4431,Magda,A: so she got all pissed off at me.,94,so she got all pissed off at me.,so Kara got all pissed off at me.,94.2,A,pissed,true,so Kara got all pissed off at me.
4431,Magda,A: I said you’re being used.,95,I said you’re being used.,I said Kara being used.,95.1,A,used,unknown,Kara being used
4431,Magda,A: I said you’re being used.,95,I said you’re being used.,I said Kara being used.,95.2,A,said,true,A said Kara being used.
4431,Magda,A: You’re being bought. {breath} [dishes clanging],96,You’re being bought.,Kara being bought., , , , , 
4431,Magda,B: Man she going to be like &Jill become,97,Man she going to be like Jill become,Man Kara going to be like Jill become,97.1,B,be,true,to be
4431,Magda,A: I said why don’t you,98,I said why don’t you,I said why don’t Kara,98.1,A,said,true,A said why don’t Kara
4431,Magda,A: so I said why don’t you stand up on your own two feet.,99,so I said why don’t you stand up on your own two feet.,so I said why don’t Kara stand up on Kara's own two feet.,99.1,A,said,true,so A said why don’t Kara stand up on Kara's own two feet.
4431,Magda,A: so I said why don’t you stand up on your own two feet.,99,so I said why don’t you stand up on your own two feet.,so I said why don’t Kara stand up on Kara's own two feet.,99.2,A,stand,unknown,why don’t Kara stand up on Kara's own two feet
4431,Magda,B: She going to be like &Jill and become a product of the state and shit live off welfare and ((god damn)).,100,She going to be like Jill and become a product of the state and shit live off welfare and god damn.,Kara going to be like Jill and become a product of the state and shit live off welfare and god damn.,100.1,B,be,true,to be like Jill
4431,Magda,B: She going to be like &Jill and become a product of the state and shit live off welfare and ((god damn)).,100,She going to be like Jill and become a product of the state and shit live off welfare and god damn.,Kara going to be like Jill and become a product of the state and shit live off welfare and god damn.,100.2,B,become,true,become a product of the state
4431,Magda,B: She going to be like &Jill and become a product of the state and shit live off welfare and ((god damn)).,100,She going to be like Jill and become a product of the state and shit live off welfare and god damn.,Kara going to be like Jill and become a product of the state and shit live off welfare and god damn.,100.3,B,live,true,live off welfare
4431,Magda,A: Then you know what she said to me?,101,Then you know what she said to me?,Then you know what Kara said to me?,101.1,A,know,true,Then B know what Kara said to me?
4431,Magda,A: Then you know what she said to me?,101,Then you know what she said to me?,Then you know what Kara said to me?,101.2,A,said,true,what Kara said to me
4431,Magda,B: What.,102,What.,What., , , , , 
4431,Magda,A: [channel noise] She said,103,She said,Kara said,103.1,A,said,true,Kara said
4431,Magda,"A: {lipsmack} {breath} &uh, and this sounded just like something like %uh her mother-in-law or w- I don’t know th- what the hell relationsh- it wouldn’t be mother-in-law.",104,"uh, and this sounded just like something like her mother-in-law or I don’t know what the hell it wouldn’t be mother-in-law.","uh, and this sounded just like something like Kara's mother-in-law or I don’t know what the hell it wouldn’t be mother-in-law.",104.1,A,sounded,true,"uh, and this sounded just like something like Kara's mother-in-law"
4431,Magda,"A: {lipsmack} {breath} &uh, and this sounded just like something like %uh her mother-in-law or w- I don’t know th- what the hell relationsh- it wouldn’t be mother-in-law.",104,"uh, and this sounded just like something like her mother-in-law or I don’t know what the hell it wouldn’t be mother-in-law.","uh, and this sounded just like something like Kara's mother-in-law or I don’t know what the hell it wouldn’t be mother-in-law.",104.2,A,I,true,A
4431,Magda,"A: {lipsmack} {breath} &uh, and this sounded just like something like %uh her mother-in-law or w- I don’t know th- what the hell relationsh- it wouldn’t be mother-in-law.",104,"uh, and this sounded just like something like her mother-in-law or I don’t know what the hell it wouldn’t be mother-in-law.","uh, and this sounded just like something like Kara's mother-in-law or I don’t know what the hell it wouldn’t be mother-in-law.",104.3,A,be,unknown,what the hell it wouldn’t be mother-in-law
4431,Magda,A: [background clink] What %uh &Drew’s mom,105,What Drew’s mom,What Drew’s's mom,105.1,A,What,true,What
4431,Magda,A: probably is saying to her. {breath} &Kara says well I have to do what’s right for &David. [[imitating Kara in last nine words]],106,probably is saying to her. Kara says well I have to do what’s right for David.,probably is saying to Kara. Kara says well Kara have to do what’s right for David.,106.1,A,saying,true,probably is saying to Kara.
4431,Magda,A: probably is saying to her. {breath} &Kara says well I have to do what’s right for &David. [[imitating Kara in last nine words]],106,probably is saying to her. Kara says well I have to do what’s right for David.,probably is saying to Kara. Kara says well Kara have to do what’s right for David.,106.2,A,saying,true,Kara says well Kara have to do what’s right for David.
4431,Magda,A: probably is saying to her. {breath} &Kara says well I have to do what’s right for &David. [[imitating Kara in last nine words]],106,probably is saying to her. Kara says well I have to do what’s right for David.,probably is saying to Kara. Kara says well Kara have to do what’s right for David.,106.3,A,have,unknown,well Kara have to do what’s right for David
4431,Magda,A: probably is saying to her. {breath} &Kara says well I have to do what’s right for &David. [[imitating Kara in last nine words]],106,probably is saying to her. Kara says well I have to do what’s right for David.,probably is saying to Kara. Kara says well Kara have to do what’s right for David.,106.4,A,do,unknown,to do what’s right for David
4431,Magda,A: probably is saying to her. {breath} &Kara says well I have to do what’s right for &David. [[imitating Kara in last nine words]],106,probably is saying to her. Kara says well I have to do what’s right for David.,probably is saying to Kara. Kara says well Kara have to do what’s right for David.,106.5,A,right,unknown,what’s right for David
4431,Magda,A: probably is saying to her. {breath} &Kara says well I have to do what’s right for &David. [[imitating Kara in last nine words]],106,probably is saying to her. Kara says well I have to do what’s right for David.,probably is saying to Kara. Kara says well Kara have to do what’s right for David.,106.6,A_Kara,have,true,well Kara have to do what’s right for David
4431,Magda,A: probably is saying to her. {breath} &Kara says well I have to do what’s right for &David. [[imitating Kara in last nine words]],106,probably is saying to her. Kara says well I have to do what’s right for David.,probably is saying to Kara. Kara says well Kara have to do what’s right for David.,106.7,A_Kara,do,true,to do what’s right for David
4431,Magda,A: probably is saying to her. {breath} &Kara says well I have to do what’s right for &David. [[imitating Kara in last nine words]],106,probably is saying to her. Kara says well I have to do what’s right for David.,probably is saying to Kara. Kara says well Kara have to do what’s right for David.,106.8,A_Kara,right,true,what’s right for David
4431,Magda,B: ((oh)) [distorted],107,oh,oh,107.1,B,oh,true,oh
4431,Magda,A: And I said no &Kara you have to do what’s right for &Kara.,108,And I said no Kara you have to do what’s right for Kara.,And I said no Kara Kara have to do what’s right for Kara.,108.1,A,said,true,And A said no Kara Kara have to do what’s right for Kara.
4431,Magda,A: And I said no &Kara you have to do what’s right for &Kara.,108,And I said no Kara you have to do what’s right for Kara.,And I said no Kara Kara have to do what’s right for Kara.,108.2,A,have,unknown,Kara Kara have to do what’s right for Kara
4431,Magda,A: And I said no &Kara you have to do what’s right for &Kara.,108,And I said no Kara you have to do what’s right for Kara.,And I said no Kara Kara have to do what’s right for Kara.,108.3,A,do,unknown,to do what’s right for Kara
4431,Magda,A: And I said no &Kara you have to do what’s right for &Kara.,108,And I said no Kara you have to do what’s right for Kara.,And I said no Kara Kara have to do what’s right for Kara.,108.4,A,right,unknown,what’s right for Kara
4431,Magda,A: And what’s right for &Kara will be right for &David.,109,And what’s right for Kara will be right for David.,And what’s right for Kara will be right for David.,109.1,A,right,true,what’s right for Kara
4431,Magda,"B: That’s right. As long as you feed him, love him and take care of him.",110,"That’s right. As long as you feed him, love him and take care of him.","That’s right. As long as Kara feed David, love David and take care of David.",110.1,B,feed,unknown,as Kara feed David
4431,Magda,"B: That’s right. As long as you feed him, love him and take care of him.",110,"That’s right. As long as you feed him, love him and take care of him.","That’s right. As long as Kara feed David, love David and take care of David.",110.2,B,love,unknown,"As long as Kara feed David, love David"
4431,Magda,"B: That’s right. As long as you feed him, love him and take care of him.",110,"That’s right. As long as you feed him, love him and take care of him.","That’s right. As long as Kara feed David, love David and take care of David.",110.3,B,take,unknown,take care of David
4431,Magda,A: oh well I don’t want him to not know his daddy. [[imitating Kara]],111,oh well I don’t want him to not know his daddy.,oh well Kara don’t want David to not know David's daddy.,111.1,A,want,false,oh well Kara don’t want David to not know David's daddy.
4431,Magda,A: oh well I don’t want him to not know his daddy. [[imitating Kara]],111,oh well I don’t want him to not know his daddy.,oh well Kara don’t want David to not know David's daddy.,111.2,A,know,unknown,David to not know David's daddy
4431,Magda,A: I’m like,112,I’m like,I’m like,112.1,A,like,true,A’m like
4431,Magda,A: {breath} Why?,113,Why?,Why?,113.1,A,Why,true,Why?
4431,Magda,"A: I wouldn’t I w-, I you know what I could never be with someone who didn’t love me.",114,I wouldn’t I I you know what I could never be with someone who didn’t love me.,I wouldn’t I I you know what I could never be with someone who didn’t love me.,114.1,A,know,false,B know what A could never be with someone who didn’t love me.
4431,Magda,"A: I wouldn’t I w-, I you know what I could never be with someone who didn’t love me.",114,I wouldn’t I I you know what I could never be with someone who didn’t love me.,I wouldn’t I I you know what I could never be with someone who didn’t love me.,114.2,A,be,unknown,what A could never be with someone who didn’t love me
4431,Magda,"A: I wouldn’t I w-, I you know what I could never be with someone who didn’t love me.",114,I wouldn’t I I you know what I could never be with someone who didn’t love me.,I wouldn’t I I you know what I could never be with someone who didn’t love me.,114.3,A,who,unknown,who
4431,Magda,"A: I wouldn’t I w-, I you know what I could never be with someone who didn’t love me.",114,I wouldn’t I I you know what I could never be with someone who didn’t love me.,I wouldn’t I I you know what I could never be with someone who didn’t love me.,114.4,A,love,unknown,who didn’t love me
4431,Magda,A: Could you?,115,Could you?,Could you?,115.1,A,Could,true,Could B?
4431,Magda,B: Hell no.,116,Hell no.,Hell no.,116.1,B,Hell,pfalse,Hell no.
4431,Magda,A: I don’t get that.,117,I don’t get that.,I don’t get that.,117.1,A,get,false,A don’t get that.
4431,Magda,A: I don’t get that. Anyway so I spouted my mouth off,118,I don’t get that. Anyway so I spouted my mouth off,I don’t get that. Anyway so I spouted my mouth off,118.1,A,get,false,A don’t get that.
4431,Magda,A: I don’t get that. Anyway so I spouted my mouth off,118,I don’t get that. Anyway so I spouted my mouth off,I don’t get that. Anyway so I spouted my mouth off,118.2,A,spouted,true,Anyway so A spouted A's mouth off
4431,Magda,A: {breath} Well I,119,Well I,Well I,119.1,A,Well,true,Well A
4431,Magda,B: Good for you.,120,Good for you.,Good for you., , , , , 
4431,Magda,A: I have to tell you the week before I met,121,I have to tell you the week before I met,I have to tell you the week before I met,121.1,A,tell,unknown,to tell B the week
4431,Magda,A: I have to tell you the week before I met,121,I have to tell you the week before I met,I have to tell you the week before I met,121.2,A,met,unknown,before A met
4431,Magda,A: %uh,122,uh,uh,122.1,A,uh,true,uh
4431,Magda,A: the %uh [[quietly groaning]] sergeant and lieutenant at the %uh &Des &Moines &McDonald’s,123,the sergeant and lieutenant at the Des Moines McDonald’s,the sergeant and lieutenant at the Des Moines McDonald’s,123.1,A,sergeant,true,the sergeant
4431,Magda,A: because they were dropping off &Shawn.,124,because they were dropping off Shawn.,because the sergeant and lieutenant were dropping off Shawn.,124.1,A,dropping,true,because the sergeant and lieutenant were dropping off Shawn.
4431,Magda,B: Sergeant and lieutenant?,125,Sergeant and lieutenant?,Sergeant and lieutenant?,125.1,B,Sergeant,true,Sergeant
4431,Magda,A: &Jennings.,126,Jennings.,Jennings., , , , , 
4431,Magda,B: %huh?,127,huh?,huh?,127.1,B,huh,true,huh?
4431,Magda,A: Sergeant and lieutenant &Jennings.,128,Sergeant and lieutenant Jennings.,Sergeant and lieutenant Jennings.,128.1,A,Sergeant,true,Sergeant
4431,Magda,B: You talking about mom and dad? {laugh},129,You talking about mom and dad?,You talking about mom and dad?,129.1,B,talking,true,A talking about mom
4431,Magda,A: yeah.,130,yeah.,yeah.,130.1,A,yeah,true,yeah.
4431,Magda,A: %eh here’s why I call them that.,131,here’s why I call them that.,here’s why I call mom and dad that.,131.1,A,call,true,why A call mom
4431,Magda,"A: So we’re sitting there in &McDonald’s p- and I’m they had &Shawn for a week {breath} and %uh we’re visiting and, and %uh {breath} they start in on me right away.",132,"So we’re sitting there in McDonald’s and I’m they had Shawn for a week and we’re visiting and, and they start in on me right away.","So we’re sitting there in McDonald’s and I’m mom and dad had Shawn for a week and we’re visiting and, and mom and dad start in on me right away.",132.1,A,sitting,true,So we’re sitting there in McDonald’s
